Rank,Corpus ID,Authors,Year,Title,DOI,DSD_variety,DSD_frequency,LSD_variety,LSD_frequency,PSD_variety,PSD_frequency,MSD_variety,MSD_frequency,Score,Matched_Terms
63,1359,"Khanna V., Lad Y., Singh R., Prajapati M.",2025,Policy Initiatives to Protect and Promote the Socio-economic Conditions of Farmers,10.1007/978-981-96-5273-0_11,0,0,6,14,9,16,5,11,54.6,LSD: -econo*(5); empower*(1); socio(5); decision-making*(1); safety net*(1); livelihood*(1) | PSD: engage*(1); engaged*(1); financ*(2); income*(5); rural*(3); credit*(1); indebt*(1); access to*(1); agribusiness*(1) | MSD: decision*(1); farmer(2); initiative*(6); law*(1); strateg*(1)
64,288,Abramson D.B.,2020,Ancient and current resilience in the Chengdu Plain: Agropolitan development re-‘revisited’,10.1177/0042098019843020,0,0,7,10,11,20,0,0,54.0,LSD: -econo*(1); autonomy*(2); settlement*(3); social(1); socio(1); social-ecological*(1); livelihood*(1) | PSD: corporat*(2); case stud*(1); governance*(2); histor*(2); household(3); market(1); rural*(1); urban(3); resilience*(3); adaptive capacity*(1); non-farm*(1)
65,2503,"Nichols, C; Kumari, N",2026,Natural farming for whom? Environmental justice and state-led chemical-free farming promotion in India,10.1080/03066150.2026.2643200,3,6,2,2,3,3,2,2,53.95,DSD: ethnograph*(1); justice*(3); environmental justice*(2) | LSD: ethno*(1); inequit*(1) | PSD: argue*(1); income*(1); nutrition*(1) | MSD: farmer(1); strateg*(1)
66,198,"Giraldo O.F., Rosset P.M.",2018,Agroecology as a territory in dispute: between institutionality and social movements,10.1080/03066150.2017.1353496,2,7,2,5,4,7,0,0,53.75,DSD: political ecolog*(3); social movement*(4) | LSD: social(4); dispossess*(1) | PSD: food system*(1); movement*(4); territorial*(1); agribusiness*(1)
67,699,Nichols C.E.,2023,Inflammatory agriculture: Political ecologies of health and fertilizers in India,10.1177/25148486221113557,4,5,1,1,4,4,1,2,53.7,DSD: discourse*(1); epistemolog*(1); political ecolog*(2); political econom*(1) | LSD: social(1) | PSD: power(1); narrative*(1); nutrition*(1); embodied*(1) | MSD: perception*(2)
68,784,"Ramdas S.R., Pimbert M.P.",2024,A cog in the capitalist wheel: co-opting agroecology in South India,10.1080/03066150.2024.2310739,1,2,6,9,5,6,2,2,53.7,DSD: social movement*(2) | LSD: collaborat*(1); peasant*(2); social(2); dispossess*(1); inequalit*(2); food regime*(1) | PSD: argue*(1); governance*(1); movement*(2); paradigm*(1); rural*(1) | MSD: implemented*(1); researcher*(1)
69,608,Faxon H.O.,2022,Welcome to the Digital Village: Networking Geographies of Agrarian Change,10.1080/24694452.2022.2044752,2,3,4,6,4,7,4,7,53.45,DSD: agrarian studies*(2); ethnograph*(1) | LSD: ethno*(1); learn*(1); social(3); livelihood*(1) | PSD: govern(1); rural*(4); grassroots*(1); migrant*(1) | MSD: embedded*(1); people*(2); strateg*(1); village*(3)
70,594,"Ajl M., Sharma D.",2022,The Green Revolution and transversal countermovements: recovering alternative agronomic imaginaries in Tunisia and India,10.1080/02255189.2022.2052028,3,4,2,6,4,4,2,2,53.2,DSD: imperialism*(1); political ecolog*(1); sovereign*(2) | LSD: displace*(1); Green Revolution*(5) | PSD: argue*(1); food security*(1); histor*(1); narrative*(1) | MSD: security(1); think*(1)
71,211,Glover D.,2018,Farming as a performance: A conceptual and methodological contribution to the ecology of practices,10.2458/v25i1.22390,2,6,3,6,2,2,1,1,53.1,DSD: ethnograph*(2); political ecolog*(4) | LSD: anthropolog*(2); ethno*(2); socio(2) | PSD: ethical*(1); subsistence*(1) | MSD: researcher*(1)
72,234,"Rosset P., Val V., Barbosa L.P., McCune N.",2019,Agroecology and La Via Campesina II. Peasant agroecology schools and the formation of a sociohistorical and political subject,10.1080/21683565.2019.1617222,2,2,4,10,5,6,0,0,52.5,DSD: sovereign*(1); food sovereign*(1) | LSD: education(1); peasant*(5); pedagog*(2); school*(2) | PSD: collective*(1); food system*(1); movement*(1); territorial*(1); training*(2)
73,374,"Rosset P.M., Val V., Barbosa L.P., Mccune N.",2021,Agroecology and La Vía Campesina II. Peasant agroecology schools and the formation of a sociohistorical and political subject [Agroecología y La Vía Campesina II. Las escuelas campesinas de agroecología y la formación de un sujeto sociohistórico y politico],10.5380/dma.v58i0.81357,2,2,4,10,5,6,0,0,52.5,DSD: sovereign*(1); food sovereign*(1) | LSD: education(1); peasant*(5); pedagog*(2); school*(2) | PSD: collective*(1); food system*(1); movement*(1); territorial*(1); training*(2)
74,1400,"Flachs A., Becerra J., Fahey F., Mathu P.",2025,Skilling and social reproduction,10.1177/00307270251326606,2,3,4,11,0,0,4,5,52.5,DSD: agrarian studies*(1); political econom*(2) | LSD: learn*(2); peasant*(1); social(7); decision-making*(1) | MSD: knowledge(1); labor(1); decision*(1); people*(2)
75,943,Bofill P.,2024,Necessity-centred education: building bridges between society and learning in the future,10.5281/zenodo.14060696,1,1,6,13,2,2,3,5,51.5,DSD: racis*(1) | LSD: cooperat*(1); education(5); gender*(1); learn*(3); solidarity*(2); poverty*(1) | PSD: power(1); transform(1) | MSD: discussion*(1); people*(1); societ*(3)
76,481,"Giraldo O.F., Rosset P.M.",2021,Social principles of emancipatory agroecologies [Principios sociales de las agroecologías emancipadoras],10.5380/dma.v58i0.77785,2,2,4,6,6,6,3,3,51.3,DSD: social movement*(1); neoliberal*(1) | LSD: autonomy*(1); pedagog*(1); reform*(1); social(3) | PSD: argue*(1); collective*(1); movement*(1); organizational*(1); transform(1); spiritual*(1) | MSD: governmental*(1); people*(1); think*(1)
77,230,"Teixeira H.M., van den Berg L., Cardoso I.M., Vermue A.J., Bianchi F.J.J.A., Peña-Claros M., Tittonell P.",2018,Understanding farm diversity to promote agroecological transitions,10.3390/su10124337,2,3,2,7,7,10,5,10,51.0,DSD: discourse*(1); social movement*(2) | LSD: peasant*(3); social(4) | PSD: engage*(2); engaged*(1); extension(1); food system*(1); household(1); movement*(3); organization(1) | MSD: knowledge(2); family(2); governmental*(1); perception*(1); strateg*(4)
78,610,"Soßdorf A., Burgi V.",2022,“Listen to the science!”—The role of scientific knowledge for the Fridays for Future movement,10.3389/fcomm.2022.983929,1,3,3,5,7,27,4,15,50.25,DSD: social movement*(3) | LSD: learn*(1); social(3); theoretic*(1) | PSD: argue*(1); communicat*(7); movement*(13); organization(2); perspective(1); question(2); youth*(1) | MSD: knowledge(10); people*(1); researcher*(1); strateg*(3)
79,335,Kumpf D.,2020,Organic taste and labour on Indian tea plantations*,10.1111/1469-8676.12951,1,1,6,13,2,2,1,1,50.1,DSD: ethnograph*(1) | LSD: anthropolog*(2); collaborat*(2); ethno*(1); labour*(5); social(2); inequalit*(1) | PSD: argue*(1); perspective(1) | MSD: strateg*(1)
80,643,"Rojas M., Fry G.W., Chun H.",2023,Conclusion and Synthesis: What Have We Learned about Happiness Education?,10.4324/9781003037262-14,0,0,7,14,6,6,1,1,50.1,LSD: cooperat*(1); education(4); learn*(3); social(3); inequalit*(1); social welfare*(1); democratic*(1) | PSD: engage*(1); engaged*(1); power(1); case stud*(1); paradigm*(1); well-being*(1) | MSD: societ*(1)
81,337,McMichael P.,2020,Political economy of the global food and agriculture system,10.1016/B978-0-12-816410-5.00003-7,3,3,3,4,3,3,0,0,49.75,DSD: political econom*(1); sovereign*(1); food sovereign*(1) | LSD: displace*(1); food regime*(2); agrarian crisis*(1) | PSD: corporat*(1); financ*(1); histor*(1)
82,226,"Khadse A., Rosset P.M., Morales H., Ferguson B.G.",2018,"Taking agroecology to scale: the Zero Budget Natural Farming peasant movement in Karnataka, India",10.1080/03066150.2016.1276450,2,3,3,8,4,10,0,0,49.5,DSD: discourse*(1); social movement*(2) | LSD: peasant*(5); pedagog*(1); social(2) | PSD: movement*(7); indebt*(1); grassroots*(1); loan*(1)
83,80,Brown T.,2013,Agrarian crisis in Punjab and 'natural farming' as a response,10.1080/00856401.2013.776002,2,2,4,10,2,2,1,2,49.2,DSD: gramsci*(1); hegemon*(1) | LSD: reform*(1); social(3); agrarian crisis*(1); Green Revolution*(5) | PSD: argue*(1); paradigm*(1) | MSD: societ*(2)
84,437,"López V.G., Giraldo O.F., Morales H., Rosset P., Duarte J.M.",2021,Horizontal and deep scaling of agroecology: Lessons from two organizations that defend seed sovereignty in Colombia [Escalamiento horizontal y profundo de la agroecología: Lecciones de dos organizaciones defensoras de la soberanía de semillas en Colombia],10.5380/dma.v58i0.81497,2,3,4,4,4,4,2,2,49.2,DSD: political-econom*(1); sovereign*(2) | LSD: -econo*(1); focus group*(1); peasant*(1); social(1) | PSD: case stud*(1); collective*(1); organizational*(1); territorial*(1) | MSD: knowledge(1); strateg*(1)
85,1188,"Mohanty P.R., Sahoo M., Ghosh S.",2025,Empowered by Enterprise: Evaluating Livelihood Status Improvement through Attracting and Retaining Youth in Agriculture (ARYA),10.48165/IJEE.2025.61211,0,0,6,13,7,14,2,4,48.9,LSD: -econo*(1); education(1); empower*(2); social(1); socio(1); livelihood*(7) | PSD: engage*(1); engaged*(1); extension(1); financ*(1); income*(1); rural*(4); youth*(5) | MSD: initiative*(3); societ*(1)
86,1277,"Bera M., Nag P.K.",2025,Integrated Natural Resource Management and Sustainable Livelihoods: A Review of Ecosystem-Based Approaches for Sustainability and Community Resilience,10.59978/ar03030017,0,0,7,12,4,9,4,6,48.85,LSD: -econo*(1); collaborat*(1); social(1); socio(1); decision-making*(1); livelihood*(6); indigenous knowledge*(1) | PSD: governance*(2); market(1); vulnerab*(1); resilience*(5) | MSD: knowledge(3); decision*(1); stakeholder*(1); strateg*(1)
87,1063,"Prasad C S., Dutta D., Chakraborty A.",2025,Academic Institutions as Innovation Intermediaries; Co-creating knowledge and building the Gujarat agroecology learning alliance (GALA),10.1016/j.eist.2025.101033,1,1,4,8,9,15,2,8,48.55,DSD: social movement*(1) | LSD: education(1); learn*(5); social(1); indigenous knowledge*(1) | PSD: argue*(1); engage*(1); engaged*(1); collective*(2); food system*(1); governance*(3); innovation*(4); movement*(1); grassroots*(1) | MSD: knowledge(5); societ*(3)
88,811,"Bellon M.R., Hanley C.M., Jablonski B.B.R., Jablonski K., Garry F., Rhodes R., Natarajan M., Benard N., Merrigan K.",2024,Assessing the contribution of nonmarket factors to the market value generated by cow-calf operations in rangelands of the western USA: A true cost accounting approach,10.1371/journal.pone.0296665,0,0,5,12,10,16,3,9,48.4,LSD: social(3); decision-making*(1); decision making*(1); social capital*(2); externalit*(5) | PSD: case stud*(1); commons*(1); financ*(1); food system*(3); household(1); income*(1); market(5); rural*(1); credit*(1); well-being*(1) | MSD: decision*(3); livestock*(1); cattle*(5)
89,1228,"MC S.C., Rao Sahib P., Achuthan K., Chandran R.",2025,From farm to table: India’s transition towards cashew production and sustainable livelihood of smallholder farmers,10.1080/14735903.2025.2557083,0,0,6,14,6,10,3,4,48.4,LSD: cooperat*(1); education(2); focus group*(1); social(2); livelihood*(6); poverty*(2) | PSD: food security*(2); income*(3); intervention(1); organization(1); training*(1); access to*(2) | MSD: family(1); security(2); stakeholder*(1)
90,1545,"Shah, A; Memon, Y",2001,"Kyusei nature farming and Oxfam GB grass root strategy for EM extension in Sindh Province, Pakistan.",,1,1,5,9,5,9,3,6,48.35,DSD: Poorest of the Poor*(1) | LSD: collaborat*(1); learn*(1); social(1); poverty*(5); Green Revolution*(1) | PSD: case stud*(1); extension(3); movement*(3); rural*(1); training*(1) | MSD: people*(2); strateg*(2); village*(2)
91,167,"Cavaye J., Palaniappan G., Nicetic O., Concepcion S., Abamo A., Aspera B., Nuevo P.",2016,The development of vegetable value chains integrated with community capacity - An initial study in the southern Philippines,10.17660/ActaHortic.2016.1121.16,0,0,6,16,5,6,3,3,48.3,LSD: marketing*(1); school*(2); value chain*(10); livelihood*(1); poverty*(1); malnutrition*(1) | PSD: income*(2); market(1); rural*(1); debt*(1); access to*(1) | MSD: discussion*(1); farmer(1); societ*(1)
92,248,Heckelman A.A.,2019,Enhancing smallholder resilience through place-based knowledge and resource generation,10.5304/jafscd.2019.091.037,2,6,2,2,2,9,3,4,48.15,DSD: sovereign*(3); food sovereign*(3) | LSD: focus group*(1); socioecological*(1) | PSD: case stud*(1); resilience*(8) | MSD: knowledge(2); farmer(1); village*(1)
93,333,"Erler M., Dittrich C.",2020,"Middle class, tradition and the desi-realm-discourses of alternative food networks in Bengaluru, India",10.3390/su12072741,1,2,5,10,3,8,0,0,48.0,DSD: discourse*(2) | LSD: alternative food network*(3); marketing*(2); peasant*(1); tradition(2); livelihood*(2) | PSD: argue*(1); afn*(6); food system*(1)
94,360,"Rivera-Núñez T., Fargher L., Nigh R.",2020,Toward an Historical Agroecology: an academic approach in which time and space matter,10.1080/21683565.2020.1719450,1,1,6,6,4,10,2,2,47.7,DSD: social movement*(1) | LSD: anthropolog*(1); disciplinary(1); ethno*(1); peasant*(1); social(1); theoretic*(1) | PSD: case stud*(1); collective*(1); histor*(7); movement*(1) | MSD: illustrate(1); knowledge(1)
95,1431,"Tozzi A., Still E.",2025,The Ambiguous Ecologies of Agri-Alternatives: Exploring the Calculus of Social Reproduction in Rural India,10.1111/joac.70048,2,2,4,6,4,4,1,1,47.6,DSD: ethnograph*(1); feminis*(1) | LSD: ethno*(1); social(3); socio(1); reproductive*(1) | PSD: argue*(1); engage*(1); narrative*(1); rural*(1) | MSD: decision*(1)
96,546,Morris O.,2022,How ecovillages work: more-than-human understandings of rentabilidad in Mexican ecovillages,10.1007/s11625-022-01162-7,3,3,3,4,1,1,0,0,47.25,DSD: ethnograph*(1); political ecolog*(1); neoliberal*(1) | LSD: ethno*(1); social(2); livelihood*(1) | PSD: rural*(1)
97,295,"Seko J., Bain E., Maponya P.",2020,"Assessing the Impact of Indigenous Knowledge Systems on Sustainable Agriculture: A Case Study of the Selected Communities in the City of Tshwane Metropolitan, Gauteng Province, South Africa",10.1007/978-981-15-7321-7_9,0,0,6,11,4,8,8,22,47.2,LSD: interview(2); learn*(1); school*(1); livelihood*(1); food insecur*(1); indigenous knowledge*(5) | PSD: case stud*(1); food security*(3); innovation*(1); rural*(3) | MSD: knowledge(8); farmer(1); garden*(1); language*(3); modern(4); researcher*(1); security(3); livestock*(1)
98,294,Tittonell P.,2020,Assessing resilience and adaptability in agroecological transitions,10.1016/j.agsy.2020.102862,1,1,6,8,3,6,1,1,47.1,DSD: discourse*(1) | LSD: autonomy*(1); learn*(2); social(2); socio(1); theoretic*(1); social-ecological*(1) | PSD: organization(1); resilience*(4); local knowledge*(1) | MSD: knowledge(1)
99,351,"Tyagi B.B., Kumar R.",2020,The Future of Farming: To What End and For What Purpose?,10.1177/0971721820902966,1,1,6,8,2,3,3,6,46.85,DSD: discourse*(1) | LSD: anthropolog*(1); labour*(1); social(1); tradition(2); traditional knowledge*(2); Green Revolution*(1) | PSD: argue*(2); perspective(1) | MSD: knowledge(4); farmer(1); think*(1)
100,1343,Torres C.E.T.,2025,Organizational resignification of the human resources and marketing areas [Resignificación organizacional del área de recursos humanos y de mercadotecnia],10.31876/rcs.v31i2.43754,2,3,3,5,5,5,1,1,46.85,DSD: discourse*(1); reflexiv*(2) | LSD: marketing*(3); social(1); theoretic*(1) | PSD: organization(1); organizational*(1); perspective(1); rural*(1); vulnerab*(1) | MSD: societ*(1)
101,139,Mazzino F.,2015,The concept of limits in landscape planning and design,10.1007/978-3-319-05410-0_27,2,2,4,5,3,3,3,3,46.55,DSD: social movement*(1); social science*(1) | LSD: cooperat*(1); education(1); social(2); theoretic*(1) | PSD: argue*(1); movement*(1); question(1) | MSD: knowledge(1); perception*(1); societ*(1)
102,875,"Thangjam B., Jha K.K.",2024,Farmers’ Attitude towards Adoption of Sustainable Agricultural Practices: A Study in Manipur,10.48165/IJEE.2024.60407,0,0,6,15,3,4,4,10,46.0,LSD: -econo*(1); attitude(9); cooperat*(1); education(2); social(1); socio(1) | PSD: extension(2); market(1); well-being*(1) | MSD: adoption*(7); family(1); farmer(1); societ*(1)
103,1367,Prateek G.,2025,Productivity versus sustainability: paradigms of climate-resilient development in South Asian smallholder agriculture,10.1016/j.cosust.2025.101520,3,3,2,2,4,5,1,2,45.95,DSD: discourse*(1); justice*(1); gender equit*(1) | LSD: gender*(1); livelihood*(1) | PSD: market(1); paradigm*(2); vulnerab*(1); resilience*(1) | MSD: knowledge(2)
104,1921,"Caringal, AM; Guarde, JAD",2015,"Nature farming and himalayanisation: Food subsistence strategies by the Mangyan Alangan Tribe of Naujan, Oriental Mindoro, Philippines",,2,3,3,3,3,4,6,7,45.7,DSD: sovereign*(2); food sovereign*(1) | LSD: gender*(1); tradition(1); livelihood*(1) | PSD: food security*(1); household(1); subsistence*(2) | MSD: knowledge(1); people*(1); security(1); societ*(1); strateg*(2); seasonal*(1)
105,1433,Giraldo O.F.,2025,The agroecological movement. A panoramic view,10.1080/03066150.2024.2318463,2,4,2,3,5,12,0,0,45.0,DSD: hegemon*(2); social movement*(2) | LSD: peasant*(1); social(2) | PSD: collective*(2); movement*(7); rural*(1); transform(1); urban(1)
106,1133,"Suman S., Deb A., Prusty A.K.",2025,Constraints and Strategic Suggestions for Enhancing Integrated Farming Systems among Bonda Tribal Family Farms,10.48165/IJEE.2025.613RN05,0,0,5,11,7,10,6,8,44.3,LSD: education(1); interview(1); tribal*(4); livelihood*(3); livelihood diversif*(2) | PSD: extension(2); food security*(1); market(2); training*(1); vulnerab*(1); resilience*(1); capacity building*(2) | MSD: adopting*(1); family(1); security(1); societ*(1); strateg*(2); village*(2)
